
4K,#genre#
CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd$LR•IPV4•33『线路32』
CCTV1,http://69.30.245.50/live/cctv1.m3u8$LR•IPV4•33『线路33』
CCTV2,http://t.061899.xyz/tl/tl.php?id=cctv2$LR•IPV4•34『线路1』
CCTV2,http://120.198.95.220:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&down=1$LR•IPV4•34『线路2』
CCTV2,http://124.228.160.112:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•34『线路3』
CCTV2,http://113.25.252.226:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•34『线路4』
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$LR•IPV4•34『线路5』
CCTV2,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=8b1ef854627b2932a03253027be80a$LR•IPV4•34『线路6』
CCTV2,http://120.40.39.246:352/newlive/live/hls/2/live.m3u8$LR•IPV4•34『线路7』
CCTV2,http://36.110.54.118:866/hls/2/index.m3u8$LR•IPV4•34『线路8』
CCTV2,http://112.92.129.95:9898/hls/19/index.m3u8$LR•IPV4•34『线路9』
CCTV2,http://www.frankgb.cn:4022/udp/239.49.8.50:9802$LR•IPV4•34『线路10』
CCTV2,http://183.129.255.66:8480/hls/2/index.m3u8$LR•IPV4•34『线路11』
CCTV2,http://www.ikerobot.com:1234/631780532$LR•IPV4•34『线路12』
CCTV2,http://82.156.245.233:30008/631780532$LR•IPV4•34『线路13』
CCTV2,http://120.48.113.49:6006/631780532$LR•IPV4•34『线路14』
CCTV2,http://222.213.105.65:7788/631780532$LR•IPV4•34『线路15』
CCTV2,http://2280.eu.org:1234/631780532$LR•IPV4•34『线路16』
CCTV2,http://103.236.77.86:29824/631780532$LR•IPV4•34『线路17』
CCTV2,http://222.134.19.49:8090/631780532$LR•IPV4•34『线路18』
CCTV2,http://124.221.146.169:7001/631780532$LR•IPV4•34『线路19』
CCTV2,http://45.78.61.93:1234/631780532$LR•IPV4•34『线路20』
CCTV2,http://fn.gcl.de5.net:5908/gsh950428/631780532$LR•IPV4•34『线路21』
CCTV2,https://live.chinacert.cftest5.cn/cnmg/live/631780532$LR•IPV4•34『线路22』
CCTV2,http://120.24.194.118:10002/631780532$LR•IPV4•34『线路23』
CCTV2,http://mg.cttv.vip/631780532$LR•IPV4•34『线路24』
CCTV2,http://119.233.255.62:1234/631780532$LR•IPV4•34『线路25』
CCTV2,http://47.119.24.76:59093/631780532$LR•IPV4•34『线路26』
CCTV2,http://113.98.11.46:3000/631780532$LR•IPV4•34『线路27』
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8$LR•IPV4•34『线路28』
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8$LR•IPV4•34『线路29』
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/index.m3u8$LR•IPV4•34『线路30』
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225762/index.m3u8$LR•IPV4•34『线路31』
CCTV2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227206/index.m3u8$LR•IPV4•34『线路32』
CCTV2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?$LR•IPV6•34『线路33』
CCTV2,http://74.91.26.218:82/live/cctv2hd.m3u8$LR•IPV4•34『线路34』
CCTV3,http://112.30.73.119:229/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•33『线路1』
CCTV3,http://124.228.160.112:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•33『线路2』
CCTV3,http://120.198.95.220:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&down=1$LR•IPV4•33『线路3』
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$LR•IPV4•33『线路4』
CCTV3,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=946c9b8ad616a27881ba78b3e7f291$LR•IPV4•33『线路5』
CCTV3,http://120.40.39.246:352/newlive/live/hls/3/live.m3u8$LR•IPV4•33『线路6』
CCTV3,http://36.110.54.118:866/hls/3/index.m3u8$LR•IPV4•33『线路7』
CCTV3,http://112.92.129.95:9898/hls/20/index.m3u8$LR•IPV4•33『线路8』
CCTV3,http://www.frankgb.cn:4022/udp/239.49.8.74:8000$LR•IPV4•33『线路9』
CCTV3,http://183.129.255.66:8480/hls/3/index.m3u8$LR•IPV4•33『线路10』
CCTV3,http://www.ikerobot.com:1234/624878271$LR•IPV4•33『线路11』
CCTV3,http://82.156.245.233:30008/624878271$LR•IPV4•33『线路12』
CCTV3,http://120.48.113.49:6006/624878271$LR•IPV4•33『线路13』
CCTV3,http://222.213.105.65:7788/624878271$LR•IPV4•33『线路14』
CCTV3,http://2280.eu.org:1234/624878271$LR•IPV4•33『线路15』
CCTV3,http://103.236.77.86:29824/624878271$LR•IPV4•33『线路16』
CCTV3,http://222.134.19.49:8090/624878271$LR•IPV4•33『线路17』
CCTV3,http://124.221.146.169:7001/624878271$LR•IPV4•33『线路18』
CCTV3,http://45.78.61.93:1234/624878271$LR•IPV4•33『线路19』
CCTV3,http://fn.gcl.de5.net:5908/gsh950428/624878271$LR•IPV4•33『线路20』
CCTV3,https://live.chinacert.cftest5.cn/cnmg/live/624878271$LR•IPV4•33『线路21』
CCTV3,http://120.24.194.118:10002/624878271$LR•IPV4•33『线路22』
CCTV3,http://mg.cttv.vip/624878271$LR•IPV4•33『线路23』
CCTV3,http://119.233.255.62:1234/624878271$LR•IPV4•33『线路24』
CCTV3,http://47.119.24.76:59093/624878271$LR•IPV4•33『线路25』
CCTV3,http://113.98.11.46:3000/624878271$LR•IPV4•33『线路26』
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8$LR•IPV4•33『线路27』
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227067/index.m3u8$LR•IPV4•33『线路28』
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8$LR•IPV4•33『线路29』
CCTV3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227215/index.m3u8$LR•IPV4•33『线路30』
CCTV3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226471/1.m3u8?$LR•IPV6•33『线路31』
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8$LR•IPV4•33『线路32』
CCTV3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv3hd$LR•IPV4•33『线路33』
CCTV4,http://t.061899.xyz/tl/tl.php?id=cctv4$LR•IPV4•72『线路1』
CCTV4,http://t.061899.xyz/tl/tl.php?id=cctv4o$LR•IPV4•72『线路2』
CCTV4,http://t.061899.xyz/tl/tl.php?id=cctv4m$LR•IPV4•72『线路3』
CCTV4,http://120.198.95.220:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&down=1$LR•IPV4•72『线路4』
CCTV4,http://113.25.252.226:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•72『线路5』
CCTV4,http://120.76.248.139/live/bfgd/4200000063.m3u8$LR•IPV4•72『线路6』
CCTV4,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=ce40011999fc355a79c9a11429fcf3$LR•IPV4•72『线路7』
CCTV4,http://120.40.39.246:352/newlive/live/hls/4/live.m3u8$LR•IPV4•72『线路8』
CCTV4,http://36.110.54.118:866/hls/4/index.m3u8$LR•IPV4•72『线路9』
CCTV4,http://112.92.129.95:9898/hls/21/index.m3u8$LR•IPV4•72『线路10』
CCTV4,http://www.frankgb.cn:4022/udp/239.49.8.51:9806$LR•IPV4•72『线路11』
CCTV4,http://183.129.255.66:8480/hls/4/index.m3u8$LR•IPV4•72『线路12』
CCTV4,http://www.ikerobot.com:1234/631780421$LR•IPV4•72『线路13』
CCTV4,http://www.ikerobot.com:1234/608807419$LR•IPV4•72『线路14』
CCTV4,http://www.ikerobot.com:1234/608807416$LR•IPV4•72『线路15』
CCTV4,http://82.156.245.233:30008/631780421$LR•IPV4•72『线路16』
CCTV4,http://82.156.245.233:30008/608807419$LR•IPV4•72『线路17』
CCTV4,http://82.156.245.233:30008/608807416$LR•IPV4•72『线路18』
CCTV4,http://120.48.113.49:6006/631780421$LR•IPV4•72『线路19』
CCTV4,http://120.48.113.49:6006/608807419$LR•IPV4•72『线路20』
CCTV4,http://120.48.113.49:6006/608807416$LR•IPV4•72『线路21』
CCTV4,http://222.213.105.65:7788/631780421$LR•IPV4•72『线路22』
CCTV4,http://222.213.105.65:7788/608807419$LR•IPV4•72『线路23』
CCTV4,http://222.213.105.65:7788/608807416$LR•IPV4•72『线路24』
CCTV4,http://2280.eu.org:1234/631780421$LR•IPV4•72『线路25』
CCTV4,http://2280.eu.org:1234/608807419$LR•IPV4•72『线路26』
CCTV4,http://2280.eu.org:1234/608807416$LR•IPV4•72『线路27』
CCTV4,http://103.236.77.86:29824/631780421$LR•IPV4•72『线路28』
CCTV4,http://103.236.77.86:29824/608807419$LR•IPV4•72『线路29』
CCTV4,http://103.236.77.86:29824/608807416$LR•IPV4•72『线路30』
CCTV4,http://222.134.19.49:8090/631780421$LR•IPV4•72『线路31』
CCTV4,http://222.134.19.49:8090/608807419$LR•IPV4•72『线路32』
CCTV4,http://222.134.19.49:8090/608807416$LR•IPV4•72『线路33』
CCTV4,http://124.221.146.169:7001/631780421$LR•IPV4•72『线路34』
CCTV4,http://124.221.146.169:7001/608807419$LR•IPV4•72『线路35』
CCTV4,http://124.221.146.169:7001/608807416$LR•IPV4•72『线路36』
CCTV4,http://45.78.61.93:1234/631780421$LR•IPV4•72『线路37』
CCTV4,http://45.78.61.93:1234/608807419$LR•IPV4•72『线路38』
CCTV4,http://45.78.61.93:1234/608807416$LR•IPV4•72『线路39』
CCTV4,http://fn.gcl.de5.net:5908/gsh950428/631780421$LR•IPV4•72『线路40』
CCTV4,http://fn.gcl.de5.net:5908/gsh950428/608807419$LR•IPV4•72『线路41』
CCTV4,http://fn.gcl.de5.net:5908/gsh950428/608807416$LR•IPV4•72『线路42』
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/631780421$LR•IPV4•72『线路43』
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/608807419$LR•IPV4•72『线路44』
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/608807416$LR•IPV4•72『线路45』
CCTV4,http://120.24.194.118:10002/631780421$LR•IPV4•72『线路46』
CCTV4,http://120.24.194.118:10002/608807419$LR•IPV4•72『线路47』
CCTV4,http://120.24.194.118:10002/608807416$LR•IPV4•72『线路48』
CCTV4,http://mg.cttv.vip/631780421$LR•IPV4•72『线路49』
CCTV4,http://mg.cttv.vip/608807419$LR•IPV4•72『线路50』
CCTV4,http://mg.cttv.vip/608807416$LR•IPV4•72『线路51』
CCTV4,http://119.233.255.62:1234/631780421$LR•IPV4•72『线路52』
CCTV4,http://119.233.255.62:1234/608807419$LR•IPV4•72『线路53』
CCTV4,http://119.233.255.62:1234/608807416$LR•IPV4•72『线路54』
CCTV4,http://47.119.24.76:59093/631780421$LR•IPV4•72『线路55』
CCTV4,http://47.119.24.76:59093/608807419$LR•IPV4•72『线路56』
CCTV4,http://47.119.24.76:59093/608807416$LR•IPV4•72『线路57』
CCTV4,http://113.98.11.46:3000/631780421$LR•IPV4•72『线路58』
CCTV4,http://113.98.11.46:3000/608807419$LR•IPV4•72『线路59』
CCTV4,http://113.98.11.46:3000/608807416$LR•IPV4•72『线路60』
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8$LR•IPV4•72『线路61』
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/index.m3u8$LR•IPV4•72『线路62』
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225781/index.m3u8$LR•IPV4•72『线路63』
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227324/index.m3u8$LR•IPV4•72『线路64』
CCTV4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1790013600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-1fd5d41c218b82fd705af4e79be2b3a5&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c$LR•IPV4•72『线路65』
CCTV4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1789974000-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-428f195500eef928afe2be899cd4b133&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c$LR•IPV4•72『线路66』
CCTV4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1790010000-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-51374f9ee257cb97e5fc1dca13e6008a&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c$LR•IPV4•72『线路67』
CCTV4,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?$LR•IPV6•72『线路68』
CCTV4,http://207.56.13.146:81/cdnlive/cctv4.m3u8$LR•IPV4•72『线路69』
CCTV4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$LR•IPV4•72『线路70』
CCTV4,http://74.91.26.218:82/live/cctv4hd.m3u8$LR•IPV4•72『线路71』
CCTV4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8$LR•IPV4•72『线路72』
CCTV5,http://112.30.73.119:9901/tsfile/live/0005_2.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•65『线路1』
CCTV5,http://119.129.172.23:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•65『线路2』
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8$LR•IPV4•65『线路3』
CCTV5,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=9325133686c3475a9ac1e1e1ad90dc$LR•IPV4•65『线路4』
CCTV5,http://120.40.39.246:352/newlive/live/hls/5/live.m3u8$LR•IPV4•65『线路5』
CCTV5,http://36.110.54.118:866/hls/5/index.m3u8$LR•IPV4•65『线路6』
CCTV5,http://112.92.129.95:9898/hls/22/index.m3u8$LR•IPV4•65『线路7』
CCTV5,http://www.frankgb.cn:4022/udp/239.49.8.75:8000$LR•IPV4•65『线路8』
CCTV5,http://183.129.255.66:8480/hls/5/index.m3u8$LR•IPV4•65『线路9』
CCTV5,http://www.ikerobot.com:1234/641886683$LR•IPV4•65『线路10』
CCTV5,http://82.156.245.233:30008/641886683$LR•IPV4•65『线路11』
CCTV5,http://120.48.113.49:6006/641886683$LR•IPV4•65『线路12』
CCTV5,http://222.213.105.65:7788/641886683$LR•IPV4•65『线路13』
CCTV5,http://2280.eu.org:1234/641886683$LR•IPV4•65『线路14』
CCTV5,http://103.236.77.86:29824/641886683$LR•IPV4•65『线路15』
CCTV5,http://222.134.19.49:8090/641886683$LR•IPV4•65『线路16』
CCTV5,http://124.221.146.169:7001/641886683$LR•IPV4•65『线路17』
CCTV5,http://45.78.61.93:1234/641886683$LR•IPV4•65『线路18』
CCTV5,http://fn.gcl.de5.net:5908/gsh950428/641886683$LR•IPV4•65『线路19』
CCTV5,https://live.chinacert.cftest5.cn/cnmg/live/641886683$LR•IPV4•65『线路20』
CCTV5,http://120.24.194.118:10002/641886683$LR•IPV4•65『线路21』
CCTV5,http://mg.cttv.vip/641886683$LR•IPV4•65『线路22』
CCTV5,http://119.233.255.62:1234/641886683$LR•IPV4•65『线路23』
CCTV5,http://47.119.24.76:59093/641886683$LR•IPV4•65『线路24』
CCTV5,http://113.98.11.46:3000/641886683$LR•IPV4•65『线路25』
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8$LR•IPV4•65『线路26』
CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8$LR•IPV4•65『线路27』
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8$LR•IPV4•65『线路28』
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4•65『线路29』
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227218/index.m3u8$LR•IPV4•65『线路30』
CCTV5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8?$LR•IPV6•65『线路31』
CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5p$LR•IPV4•65『线路32』
CCTV5,http://124.228.160.112:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•65『线路33』
CCTV5,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4•65『线路34』
CCTV5,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=36c4fdb7044799dbafba32758e6903$LR•IPV4•65『线路35』
CCTV5,http://120.40.39.246:352/newlive/live/hls/6/live.m3u8$LR•IPV4•65『线路36』
CCTV5,http://36.110.54.118:866/hls/13/index.m3u8$LR•IPV4•65『线路37』
CCTV5,http://112.92.129.95:9898/hls/23/index.m3u8$LR•IPV4•65『线路38』
CCTV5,http://www.frankgb.cn:4022/udp/239.49.8.18:9610$LR•IPV4•65『线路39』
CCTV5,http://183.129.255.66:8480/hls/6/index.m3u8$LR•IPV4•65『线路40』
CCTV5,http://www.ikerobot.com:1234/641886773$LR•IPV4•65『线路41』
CCTV5,http://82.156.245.233:30008/641886773$LR•IPV4•65『线路42』
CCTV5,http://120.48.113.49:6006/641886773$LR•IPV4•65『线路43』
CCTV5,http://222.213.105.65:7788/641886773$LR•IPV4•65『线路44』
CCTV5,http://2280.eu.org:1234/641886773$LR•IPV4•65『线路45』
CCTV5,http://103.236.77.86:29824/641886773$LR•IPV4•65『线路46』
CCTV5,http://222.134.19.49:8090/641886773$LR•IPV4•65『线路47』
CCTV5,http://124.221.146.169:7001/641886773$LR•IPV4•65『线路48』
CCTV5,http://45.78.61.93:1234/641886773$LR•IPV4•65『线路49』
CCTV5,http://fn.gcl.de5.net:5908/gsh950428/641886773$LR•IPV4•65『线路50』
CCTV5,https://live.chinacert.cftest5.cn/cnmg/live/641886773$LR•IPV4•65『线路51』
CCTV5,http://120.24.194.118:10002/641886773$LR•IPV4•65『线路52』
CCTV5,http://mg.cttv.vip/641886773$LR•IPV4•65『线路53』
CCTV5,http://119.233.255.62:1234/641886773$LR•IPV4•65『线路54』
CCTV5,http://47.119.24.76:59093/641886773$LR•IPV4•65『线路55』
CCTV5,http://113.98.11.46:3000/641886773$LR•IPV4•65『线路56』
CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8$LR•IPV4•65『线路57』
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8$LR•IPV4•65『线路58』
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/index.m3u8$LR•IPV4•65『线路59』
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227236/index.m3u8$LR•IPV4•65『线路60』
CCTV5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?$LR•IPV6•65『线路61』
CCTV5,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$LR•IPV4•65『线路62』
CCTV5,http://120.238.94.82:9901/tsfile/live/1030_1.m3u8$LR•IPV4•65『线路63』
CCTV5,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009$LR•IPV4•65『线路64』
CCTV5,https://myip.pdtvhd.com/Sports/streams/CCTV5pul.m3u8$LR•IPV4•65『线路65』
CCTV6,http://t.061899.xyz/tl/tl.php?id=cctv6$LR•IPV4•36『线路1』
CCTV6,http://124.228.160.112:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•36『线路2』
CCTV6,http://119.129.172.23:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•36『线路3』
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8$LR•IPV4•36『线路4』
CCTV6,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=d2ae3660e2dc1987d37e10061e65d8$LR•IPV4•36『线路5』
CCTV6,http://120.40.39.246:352/newlive/live/hls/7/live.m3u8$LR•IPV4•36『线路6』
CCTV6,http://36.110.54.118:866/hls/6/index.m3u8$LR•IPV4•36『线路7』
CCTV6,http://112.92.129.95:9898/hls/24/index.m3u8$LR•IPV4•36『线路8』
CCTV6,http://www.frankgb.cn:4022/udp/239.49.8.76:8000$LR•IPV4•36『线路9』
CCTV6,http://183.129.255.66:8480/hls/7/index.m3u8$LR•IPV4•36『线路10』
CCTV6,http://www.ikerobot.com:1234/624878396$LR•IPV4•36『线路11』
CCTV6,http://82.156.245.233:30008/624878396$LR•IPV4•36『线路12』
CCTV6,http://120.48.113.49:6006/624878396$LR•IPV4•36『线路13』
CCTV6,http://222.213.105.65:7788/624878396$LR•IPV4•36『线路14』
CCTV6,http://2280.eu.org:1234/624878396$LR•IPV4•36『线路15』
CCTV6,http://103.236.77.86:29824/624878396$LR•IPV4•36『线路16』
CCTV6,http://222.134.19.49:8090/624878396$LR•IPV4•36『线路17』
CCTV6,http://124.221.146.169:7001/624878396$LR•IPV4•36『线路18』
CCTV6,http://45.78.61.93:1234/624878396$LR•IPV4•36『线路19』
CCTV6,http://fn.gcl.de5.net:5908/gsh950428/624878396$LR•IPV4•36『线路20』
CCTV6,https://live.chinacert.cftest5.cn/cnmg/live/624878396$LR•IPV4•36『线路21』
CCTV6,http://120.24.194.118:10002/624878396$LR•IPV4•36『线路22』
CCTV6,http://mg.cttv.vip/624878396$LR•IPV4•36『线路23』
CCTV6,http://119.233.255.62:1234/624878396$LR•IPV4•36『线路24』
CCTV6,http://47.119.24.76:59093/624878396$LR•IPV4•36『线路25』
CCTV6,http://113.98.11.46:3000/624878396$LR•IPV4•36『线路26』
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8$LR•IPV4•36『线路27』
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/index.m3u8$LR•IPV4•36『线路28』
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$LR•IPV4•36『线路29』
